codeFleet,depot_id,hours_service,model_code,line_code,manufacturer,overhaulLast,id_unit,year_commission,region_install,serial_number,ownerOperator,duty_class
FD,34,6719.00000,APU-12,L1,"Hernandez, Malone and Smith","01/11/2020, 00:00:00",193,2023,Fiães,XX-4186-77799,Johnson-Garrett,2
FA,65,6770.20000,APU-12,L1,Stroh,2018/02/19,194,2023,São João da Madeira,EC-1691-55041,Pinto Gaspar S.A.,2
FB,12,13601.40000,APU-12,L1,Roy and Sons,"05/25/2023, 00:00:00",195,2021,Leeberg,TV-1543-16414,"Rivers, Welch and Hood",L
FD,27,10172.90000,APU-12,L4,Johnson-Garrett,2022/12/23,196,2022,Zerbst,HZ-6755-00860,"Barker, Henson and Neal",med
FD,37,27507.20000,XC-7,L5,James PLC,"06/05/2016, 00:00:00",197,2017,Zerbst,XT-5404-98755,Reinhardt,med
FA,67,5326.90000,APU-20,L4,Allen-Ferguson,2015/02/08,198,2023,Ochsenfurt,UV-5967-94177,Pinto Gaspar S.A.,med
FA,119,22540.90000,APU-15,L3,Huhn KGaA,06 Jun 2019,199,2018,Torres Vedras,FT-1785-98669,Hövel Jopich KG,L
FC,97,16295.10000,APU-15,L5,Ribeiro,2019-02-18,200,2020,New Danielshire,CA-2172-54571,Roy and Sons,H
FC,4,41260.50000,APU-15,L4,"Gibbs, Scott and Moore",2017-04-25,201,2013,Trancoso,ED-6900-36039,Huhn KGaA,1
FB,76,5945.90000,XC-7,L5,Hövel Jopich KG,27 Feb 2023,202,2023,Cartaxo,AK-5567-56108,"Barker, Henson and Neal",med
FB,33,39198.50000,APU-20,L1,Teixeira,2022/02/05,203,2013,Caldas da Rainha,ON-0044-57535,Hermighausen Weinhold AG & Co. KG,1
FC,92,4747.70000,APU-15,L6,"Gibbs, Scott and Moore","02/16/2023, 00:00:00",204,2023,Moniqueside,NF-5120-83730,Hermighausen Weinhold AG & Co. KG,H
FE,85,19431.00000,APU-12,L1,Trevino-Turner,"11/19/2020, 00:00:00",205,2019,Gifhorn,CI-8120-91670,James PLC,H
FC,42,14451.20000,APU-20,L1,Rogner KG,2015/02/14,206,2020,West Nicolechester,ZG-8979-28303,Trevino-Turner,med
FC,114,,XC-7,L5,"Hernandez, Malone and Smith",2019/02/13,207,2023,Angelashire,RG-1222-07467,Ribeiro,H
FC,67,10058.80000,APU-12,L3,James PLC,"12/15/2019, 00:00:00",208,2022,Genthin,WX-8652-56427,"Barker, Henson and Neal",med
FD,9,30058.80000,APU-12,L6,Stroh,29 Dec 2016,209,2016,Horta,YP-1898-99624,Zobel,1
FB,24,7020.90000,APU-15,L5,Rogner KG,2020-01-29,210,2022,São João da Madeira,RF-3845-23948,"Hernandez, Malone and Smith", H 
FA,22,9738.30000,APU-12,L1,Trapp Langern OHG mbH,2022/06/12,211,2022,Angermünde,QW-9686-88484,Huhn KGaA,L
FC,41,23641.10000,APU-15,L2,Leal Freitas S/A,06 Aug 2017,212,2018,Gomezberg,KY-5719-78700,Stroh,N
FB,25,11061.90000,APU-20,L2,Huhn KGaA,2017/04/22,213,2021,Angermünde,YK-1427-76830,"Hernandez, Malone and Smith",light
FD,4,7761.00000,XC-7,L5,Hövel Jopich KG,"06/05/2021, 00:00:00",214,2022,Ebersberg,TR-3807-01817,Gutknecht Stiftung & Co. KG,heavy
FC,108,6146.80000,APU-15,L6,Reinhardt,2020/05/27,215,2023,Vila Real,GD-2497-44051,Rädel Löwer AG,heavy
FD,60,28792.80000,APU-12,L4,Trevino-Turner,"02/22/2019, 00:00:00",216,2016,Angelashire,IH-5944-69434,Allen-Ferguson,normal
FA,22,22312.80000,APU-15,L5,"Gibbs, Scott and Moore",03 Sep 2015,217,2018,Caldas da Rainha,WL-7995-20949,Walker Ltd,L
FD,75,15455.90000,XC-7,L2,Christoph GmbH,2024/04/01,218,2020,Loulé,KA-5304-40012,Trevino-Turner,normal
FE,53,9158.40000,APU-12,L2,Mitschke,2022/11/30,219,2022,São Salvador de Lordelo,HW-9877-87338,Johnson-Garrett,L
FB,5,12933.90000,XC-7,L6,Gutknecht Stiftung & Co. KG,08 Jul 2016,220,2021,East Joshuabury,QE-6937-33703,Pinto Gaspar S.A.,heavy
FE,16,,APU-15,L3,Rädel Löwer AG,19 Jan 2019,221,2016,Lake Amy,FZ-7408-16825,Amorim,L
FE,72,9331.10000,APU-12,L6,Trevino-Turner,2017/10/13,222,2022,West Andrewborough,OE-0690-07707,Silva,L
FB,46,27390.10000,XC-7,L2,Hermighausen Weinhold AG & Co. KG,"12/03/2018, 00:00:00",223,2017,Tondela,BH-1118-74405,Stroh,med
FC,9,25301.50000,APU-12,L1,Leal Freitas S/A,"01/31/2024, 00:00:00",224,2017,Bruchsal,OH-5665-75296,"Henson, Walker and Pruitt", light 
FB,34,22124.30000,APU-12,L3,Pinto Gaspar S.A.,30 Oct 2022,225,2018,Angelashire,LU-3495-79552,"Becker, Sanchez and Crawford",L
FB,43,13959.20000,APU-15,L6,Silva,2017-03-13,226,2021,Nürtingen,AW-3665-04346,Amorim,normal
FE,16,13282.00000,APU-20,L2,Kraushaar GbR,2015-04-10,227,2021,Barbarachester,FI-6009-05966,Huhn KGaA,light
FC,8,26620.90000,APU-20,L2,Schenk GmbH,2024-10-22,228,2017,Lourosa,KA-7014-29357,Zobel, L 
FC,20,11289.90000,APU-20,L4,"Henson, Walker and Pruitt",27 Jan 2020,229,2021,Nordhausen,WY-4242-55381,"Henson, Walker and Pruitt", L 
FD,114,17667.80000,APU-15,L6,Reinhardt,"02/09/2016, 00:00:00",230,2019,Moura,DA-9587-27743,Heinrich,heavy
FC,67,6957.10000,APU-20,L6,Rogner KG,29 Oct 2017,231,2023,Guimarães,HF-1572-38880,Gutknecht Stiftung & Co. KG,med
FE,42,24408.40000,XC-7,L4,Silva,2022-11-25,232,2018,Torres Novas,UG-5013-39482,"Rivers, Welch and Hood",2
FA,70,11010.00000,APU-15,L2,"Moore, Kennedy and Berger",2024-12-20,233,2021,Tondela,TH-9284-30299,Faria,2
FC,64,6132.20000,XC-7,L1,"Hernandez, Malone and Smith",2020/10/21,234,2023,Macedo de Cavaleiros,UD-1633-53993,Reinhardt,normal
FD,42,19583.50000,APU-15,L1,Mangold GbR,"01/11/2022, 00:00:00",235,2019,Póvoa de Santa Iria,OK-7660-88413,Stroh,N
FB,104,41493.90000,XC-7,L2,Teixeira,2022-09-23,236,2013,Barbarachester,JD-2442-62369,Allen-Ferguson,L
FA,87,45000.00000,APU-20,L3,Gutknecht Stiftung & Co. KG,"09/18/2016, 00:00:00",237,2012,Horta,FR-5317-88484,Huhn KGaA,med
FC,4,18035.60000,APU-15,L3,Walker Ltd,2020-08-16,238,2019,São Salvador de Lordelo,HC-1681-37555,Kraushaar GbR,L
FD,81,4625.70000,XC-7,L6,Rogner KG,"11/22/2015, 00:00:00",239,2023,South Sabrina,SD-1523-94930,"Hernandez, Malone and Smith",3
FC,60,28159.00000,APU-12,L3,"Barker, Henson and Neal","01/30/2018, 00:00:00",240,2016,Bad Freienwalde,KI-4249-09839,"Barker, Henson and Neal",heavy
FC,4,12252.30000,XC-7,L3,"Moore, Kennedy and Berger","08/09/2016, 00:00:00",241,2021,Schleiz,JI-9507-61015,Silva,1
FA,39,30066.90000,APU-20,L3,"Becker, Sanchez and Crawford",2024-01-06,242,2016,Johnnymouth,PF-2068-85133,Christoph GmbH,1
FD,35,45000.00000,XC-7,L2,"Gibbs, Scott and Moore",2017/05/30,243,2012,Macedo de Cavaleiros,FV-0747-81269,Trevino-Turner, light 
FC,32,13952.10000,APU-20,L5,Ribeiro,24 Jan 2021,244,2021,Regen,OK-6116-23732,Faria,light
FB,17,7713.70000,XC-7,L2,Kraushaar GbR,25 Sep 2023,245,2022,Oranienburg,MF-3548-73946,"Becker, Sanchez and Crawford",1
FE,116,9317.60000,APU-12,L4,Hövel Jopich KG,2023/11/29,246,2022,São Salvador de Lordelo,YN-4136-33572,Walker Ltd,heavy
FE,84,4092.20000,APU-15,L2,Amorim,2015/10/24,247,2023,Biedenkopf,PP-0031-43802,"Hernandez, Malone and Smith",3
FD,94,14175.20000,APU-12,L2,Leal Freitas S/A,2020-06-23,248,2020,Lake Amy,IQ-0899-42801,"Rivers, Welch and Hood",heavy
FC,110,28163.50000,XC-7,L4,"Moore, Kennedy and Berger",2019-12-20,249,2016,Harrisbury,VZ-0469-69941,Teixeira,3
FD,63,11555.50000,APU-15,L5,Huhn KGaA,17 Dec 2016,250,2021,Kusel,RF-2508-18324,"Carter, Kim and Allen",med
FC,82,11252.80000,XC-7,L6,Gutknecht Stiftung & Co. KG,2019/10/20,251,2021,Almada,II-5139-38140,Leal Freitas S/A,L
FC,14,19759.70000,APU-20,L6,Pinto Gaspar S.A.,2020/05/20,252,2019,Horta,TY-3297-35097,Zobel,L
FD,27,7369.00000,APU-12,L5,Huhn KGaA,2017/03/09,253,2022,Guimarães,EI-1861-49880,Mangold GbR,1
FB,106,10111.00000,APU-15,L3,Allen-Ferguson,2017/08/14,254,2022,Angelashire,YO-6713-47497,Allen-Ferguson,H
FA,74,10691.80000,XC-7,L5,Huhn KGaA,2019-11-20,255,2021,Moniqueside,IP-6129-89189,"Gibbs, Scott and Moore",L
FB,8,12395.90000,APU-15,L1,"Hernandez, Malone and Smith",2019/12/19,256,2021,São Salvador de Lordelo,JC-6689-79853,Hofmann Bender GmbH,L
FC,25,12789.90000,APU-20,L2,Stroh,2016-05-30,257,2021,Sacavém,PU-9973-51424,Faria,light
FB,50,30524.70000,APU-12,L1,"Henson, Walker and Pruitt",2021-11-13,258,2016,Johnfort,HR-5845-38435,Roy and Sons,N
FD,20,36696.90000,APU-20,L6,Huhn KGaA,30 Sep 2022,259,2014,South Renee,XT-3569-13679,Leal Freitas S/A,light
FB,89,6566.40000,APU-20,L4,Zobel,2024-05-11,260,2023,Cartaxo,WS-8620-69986,Heinrich,normal
FC,59,9948.90000,APU-20,L1,Silva,2020/11/06,261,2022,São Salvador de Lordelo,ET-0723-73520,"Gibbs, Scott and Moore",med
FC,5,12785.30000,APU-12,L3,Mangold GbR,2022-11-07,262,2021,Zerbst,BA-2108-74109,James PLC,1
FD,46,4874.70000,APU-20,L5,"Moore, Kennedy and Berger","12/25/2023, 00:00:00",263,2023,Moniqueside,MH-6260-49480,Hermighausen Weinhold AG & Co. KG,med
FB,70,10197.40000,XC-7,L4,Hövel Jopich KG,2019/04/10,264,2022,East Joshuabury,AP-4764-74578,Reinhardt,heavy
FC,21,23056.40000,XC-7,L4,Ribeiro,11 Jan 2016,265,2018,Moura,AE-4811-24328,Pinto Gaspar S.A.,normal
FE,115,6851.60000,APU-15,L4,Rädel Löwer AG,10 Jul 2024,266,2023,Gifhorn,LP-9214-62805,Pinto Gaspar S.A.,H
FB,13,36259.00000,APU-20,L3,Gutknecht Stiftung & Co. KG,02 Jul 2018,267,2014,Regen,HB-8095-44916,Allen-Ferguson,1
FD,79,18508.00000,APU-12,L6,Macedo Faria e Filhos,2020/11/13,268,2019,Almada,GL-3225-10381,Hövel Jopich KG,N
FC,28,8430.80000,XC-7,L1,Johnson-Garrett,"03/07/2023, 00:00:00",269,2022,Zerbst,GM-6733-38853,Macedo Faria e Filhos,1
FE,44,23971.20000,APU-20,L1,Rädel Löwer AG,"02/16/2021, 00:00:00",270,2018,Guimarães,GZ-2476-09760,Gutknecht Stiftung & Co. KG,med
FC,67,10196.90000,APU-15,L5,Ribeiro,2021-01-04,271,2022,Torres Novas,HU-1417-25878,"Barker, Henson and Neal",med
FA,71,16409.70000,APU-15,L3,"Barker, Henson and Neal",2017/09/05,272,2020,Harrisbury,HV-4402-64456,Zobel,N
FA,16,23345.40000,APU-15,L6,"Gibbs, Scott and Moore",2018/07/18,273,2018,Biedenkopf,QE-4534-58221,"Moore, Kennedy and Berger",1
FE,38,21840.70000,APU-12,L3,Christoph GmbH,24 Feb 2016,274,2018,Gifhorn,TT-3951-10262,Christoph GmbH, L 
FB,8,11200.60000,APU-15,L3,Ribeiro,"12/18/2024, 00:00:00",275,2021,Kusel,ST-4875-94275,Schenk GmbH,1
FC,28,17010.10000,APU-20,L2,Gutknecht Stiftung & Co. KG,2021/10/13,276,2020,South Renee,RB-0973-29479,Zobel,1
FE,71,5428.10000,APU-12,L2,Hövel Jopich KG,30 Aug 2019,277,2023,Lourosa,EF-0799-64772,Trapp Langern OHG mbH,2
FA,65,25717.00000,APU-12,L5,"Hernandez, Malone and Smith",2023/09/16,278,2017,Naila,ST-4803-81520,Teixeira,N
FE,22,18548.20000,APU-15,L3,Johnson-Garrett,2015-09-20,279,2019,Bruchsal,TS-7437-07849,"Moore, Kennedy and Berger",L
FC,89,10498.50000,APU-20,L4,Rädel Löwer AG,2019-02-21,280,2022,Torres Novas,UK-0839-71266,"Rivers, Welch and Hood",3
FB,105,10530.30000,XC-7,L3,Pinto Gaspar S.A.,2017-05-21,281,2021,Ebersberg,BT-5206-99656,Ribeiro,heavy
FA,6,5784.70000,APU-20,L1,Allen-Ferguson,2024/11/12,282,2023,Tondela,HX-5682-53121,Schenk GmbH,heavy
FA,26,8226.80000,APU-12,L4,Mangold GbR,2023/11/13,283,2022,South Sabrina,RC-6950-91984,Walker Ltd,light
FB,14,8000.60000,APU-15,L6,Huhn KGaA,"08/21/2020, 00:00:00",284,2022,New Danielshire,DW-6152-79452,Hövel Jopich KG,1
FA,15,3740.80000,APU-20,L6,Pinto Gaspar S.A.,07 Jan 2020,285,2023,Schleiz,ZO-7968-55821,Allen-Ferguson,light
FA,38,8746.90000,APU-15,L5,"Rivers, Welch and Hood",2019-08-20,286,2022,Gifhorn,RO-1474-17920,Faria,L
FA,68,11119.30000,APU-15,L6,Macedo Faria e Filhos,2022-11-09,287,2021,Trancoso,MR-2027-47594,"Gibbs, Scott and Moore",L
FD,11,9279.70000,XC-7,L5,Reinhardt,26 May 2021,288,2022,Chaves,HV-4409-75009,Heinrich,light
FB,111,10418.30000,APU-15,L4,Mangold GbR,25 Jan 2022,289,2022,Nordhausen,IM-5658-38441,Christoph GmbH,3
FB,115,10004.00000,XC-7,L3,Johnson-Garrett,2017-09-17,290,2022,Nordhausen,HP-0778-76782,"Becker, Sanchez and Crawford",H
FD,54,5865.60000,APU-15,L1,Trevino-Turner,20 Feb 2017,291,2023,Zerbst,IQ-0596-52534,Trevino-Turner,med
FD,116,17659.80000,XC-7,L3,Reinhardt,"02/18/2023, 00:00:00",292,2019,Leeberg,NL-5927-75212,Hermighausen Weinhold AG & Co. KG,H
FC,44,7285.20000,XC-7,L3,Pinho Lopes Lda.,"09/19/2015, 00:00:00",293,2022,Biedenkopf,PP-2363-47747,"Gibbs, Scott and Moore",normal
FA,67,15638.80000,XC-7,L6,Pinto Gaspar S.A.,"11/18/2022, 00:00:00",294,2020,Barbarachester,FC-8113-19058,Johnson-Garrett,N
FD,49,6271.40000,XC-7,L5,Macedo Faria e Filhos,"11/04/2024, 00:00:00",295,2023,Port Alanside,VC-3247-18905,Leal Freitas S/A,light
FE,32,9787.80000,APU-12,L1,Ribeiro,"02/15/2019, 00:00:00",296,2022,Barbarachester,YR-7478-82935,Christoph GmbH,L
FC,117,31130.80000,APU-15,L5,Hövel Jopich KG,22 Jun 2024,297,2016,São João da Madeira,TV-3755-13676,Walker Ltd,N
FB,5,15723.90000,XC-7,L1,Hofmann Bender GmbH,2020-12-30,298,2020,Ochsenfurt,WV-5182-30935,Hermighausen Weinhold AG & Co. KG,light
FB,81,5960.40000,APU-20,L2,Trevino-Turner,"01/28/2023, 00:00:00",299,2023,Klötze,EQ-0727-63739,Roy and Sons,3
FC,101,14866.40000,APU-15,L5,Allen-Ferguson,2024-03-18,300,2020,Harrisbury,CX-8151-07327,Reinhardt, 1 
FD,67,10912.50000,APU-20,L1,James PLC,02 Apr 2016,301,2021,Póvoa de Santa Iria,TM-5387-60703,Huhn KGaA,med
FD,60,3169.40000,APU-12,L1,Christoph GmbH,"04/20/2018, 00:00:00",302,2024,Nordhausen,FR-4795-89008,Stroh,normal
FD,106,20547.10000,APU-15,L3,Reinhardt,2020/03/22,303,2019,Nürtingen,AO-0216-11591,Hermighausen Weinhold AG & Co. KG, N 
FA,43,7610.20000,APU-12,L2,Reinhardt,"10/26/2017, 00:00:00",304,2022,Almada,LR-5171-17412,Gutknecht Stiftung & Co. KG,2
FC,91,4784.10000,APU-15,L2,Rogner KG,03 Dec 2016,305,2023,Biedenkopf,TK-4149-15276,"Henson, Walker and Pruitt",heavy
FB,92,45000.00000,APU-12,L4,Ribeiro,03 Mar 2017,306,2012,Barbarachester,YJ-0465-23503,"Moore, Kennedy and Berger",3
FD,54,9324.10000,APU-20,L4,Rogner KG,"01/23/2019, 00:00:00",307,2022,Torres Novas,NP-4654-60523,"Hernandez, Malone and Smith",normal
FB,111,19088.60000,APU-20,L5,Faria,03 Apr 2017,308,2019,Hensleyville,QS-3196-10035,Mitschke,3
FB,61,8435.70000,APU-20,L4,"Becker, Sanchez and Crawford",05 Oct 2018,309,2022,Caldas da Rainha,CF-0797-63497,Hövel Jopich KG,N
FC,71,7609.70000,APU-15,L5,Walker Ltd,"09/06/2018, 00:00:00",310,2022,Moniqueside,SL-6103-64359,"Barker, Henson and Neal",normal
FE,52,10936.20000,APU-12,L5,Heinrich,2024/05/06,311,2021,Torres Novas,WF-6384-88593,Huhn KGaA,N
FD,57,28087.00000,XC-7,L4,Allen-Ferguson,27 Jul 2024,312,2016,Ochsenfurt,GQ-6109-54304,"Barker, Henson and Neal",normal
FE,38,12024.40000,APU-20,L3,Zobel,2020-08-06,313,2021,São Salvador de Lordelo,SY-1941-51399,Huhn KGaA,1
FA,42,,APU-20,L3,Trapp Langern OHG mbH,"01/05/2019, 00:00:00",314,2012,Johnnymouth,NP-7935-95823,Mitschke,2
FC,98,19857.10000,APU-12,L6,Walker Ltd,2023/05/24,315,2019,Hensleyville,VU-7047-21090,"Henson, Walker and Pruitt",L
FE,23,5867.30000,APU-15,L5,"Henson, Walker and Pruitt",2023-01-21,316,2023,Moniqueside,IR-9315-08120,Hofmann Bender GmbH,light
FD,9,34843.90000,XC-7,L4,Trapp Langern OHG mbH,30 Dec 2018,317,2015,Ebersberg,GS-6604-03512,"Hernandez, Malone and Smith",L
FE,78,7685.10000,APU-12,L2,Allen-Ferguson,"09/02/2016, 00:00:00",318,2022,São João da Madeira,PS-4066-16971,"Becker, Sanchez and Crawford",2
FA,98,1871.20000,APU-15,L5,Pinho Lopes Lda.,2022/05/24,319,2024,Lake Amy,OC-3967-90036,Stroh,3
FD,8,,APU-15,L1,"Gibbs, Scott and Moore",18 Feb 2020,320,2020,Johnfort,MR-3650-22828,Johnson-Garrett,N
FC,20,5634.40000,XC-7,L6,Allen-Ferguson,"02/26/2018, 00:00:00",321,2023,Biedenkopf,UJ-8798-38157,Pinto Gaspar S.A.,heavy
FC,76,45000.00000,APU-12,L2,Allen-Ferguson,2015-06-29,322,2012,Youngfort,JL-1534-88986,Walker Ltd,N
FD,67,6076.00000,APU-15,L3,"Moore, Kennedy and Berger",2023/12/06,323,2023,Cartaxo,CC-7097-42740,Reinhardt,2
FA,116,36991.80000,APU-15,L1,Huhn KGaA,"12/24/2017, 00:00:00",324,2014,Angermünde,IY-2119-28654,Teixeira, 3 
FB,0,6547.70000,APU-15,L2,Mitschke,2018-10-19,325,2023,South Renee,XP-6662-32662,Rädel Löwer AG,L
FB,29,17040.70000,APU-12,L4,Rogner KG,"05/05/2019, 00:00:00",326,2020,West Nicolechester,UF-7503-40998,Trapp Langern OHG mbH,1
FB,55,21086.50000,XC-7,L1,Schenk GmbH,2017/12/27,327,2018,South Sabrina,IW-2226-55094,Mangold GbR,N
FD,59,23446.30000,APU-15,L3,Faria,2018/10/08,328,2018,São João da Madeira,BP-0875-35964,Heinrich,med
FE,12,16336.00000,APU-15,L2,Hermighausen Weinhold AG & Co. KG,2024-05-05,329,2020,Cartaxo,SY-5693-93825,Macedo Faria e Filhos,L
FE,88,5367.10000,APU-15,L3,Mitschke,"06/03/2023, 00:00:00",330,2023,Klötze,FB-0508-08686,Gutknecht Stiftung & Co. KG,3
FA,53,12716.10000,XC-7,L4,Ribeiro,2022-07-29,331,2021,Torres Novas,WZ-5848-99636,Johnson-Garrett,1
FD,59,,APU-15,L6,Rogner KG,21 Dec 2017,332,2020,East Joshuabury,AH-9545-04181,Allen-Ferguson,2
FD,97,9492.80000,XC-7,L4,"Carter, Kim and Allen",2024-05-29,333,2022,São João da Madeira,RA-2560-58990,"Henson, Walker and Pruitt",heavy
FD,39,3747.90000,APU-20,L6,Leal Freitas S/A,03 Nov 2019,334,2023,West Andrewborough,BW-8554-84393,"Rivers, Welch and Hood",normal
FB,26,11070.20000,XC-7,L6,"Becker, Sanchez and Crawford",2021/09/07,335,2021,Almada,FM-9245-59912,Huhn KGaA,light
FC,75,6489.10000,XC-7,L2,Allen-Ferguson,2024/09/23,336,2023,Naila,BH-9723-71344,"Gibbs, Scott and Moore", 2 
FB,51,12410.70000,XC-7,L3,Walker Ltd,01 Nov 2023,337,2021,Port Alanside,HZ-6088-88556,Hermighausen Weinhold AG & Co. KG,L
FB,101,3259.20000,APU-12,L3,Rogner KG,2023/05/29,338,2024,Angelashire,TX-6826-52793,Christoph GmbH,1
FD,18,7890.60000,XC-7,L3,Christoph GmbH,2021/04/19,339,2022,Nordhausen,BH-5500-78379,Faria,N
FE,117,6011.60000,APU-20,L6,Silva,2022/02/17,340,2023,Barbarachester,GN-6404-56264,"Henson, Walker and Pruitt",med
FC,56,13334.20000,APU-15,L5,James PLC,2020/06/01,341,2021,Port Alanside,WD-8324-54772,Faria,N
FE,109,30684.50000,APU-15,L1,Hermighausen Weinhold AG & Co. KG,08 Mar 2020,342,2016,Quarteira,PG-8903-31338,Schenk GmbH,H
FB,80,24470.40000,APU-15,L4,Schenk GmbH,"07/12/2015, 00:00:00",343,2018,Nürtingen,MD-1641-33364,"Moore, Kennedy and Berger",light
FD,42,30696.60000,XC-7,L4,Stroh,31 Jul 2017,344,2016,Caldas da Rainha,KC-4662-33764,"Rivers, Welch and Hood",med
FE,3,12094.10000,APU-15,L6,Hövel Jopich KG,2020/06/29,345,2021,Loulé,OG-7764-41208,"Moore, Kennedy and Berger",L
FD,95,7556.50000,APU-15,L1,Hofmann Bender GmbH,2021/07/22,346,2022,Hensleyville,KJ-9336-62008,Heinrich, heavy 
FD,19,16600.60000,APU-20,L4,Ribeiro,2019/07/21,347,2020,Klötze,EP-5702-51979,"Barker, Henson and Neal",1
FD,62,18270.20000,XC-7,L1,Heinrich,13 Jan 2019,348,2019,Leeberg,XT-4927-81065,Ribeiro,normal
FD,2,27288.10000,APU-20,L5,"Carter, Kim and Allen",2017-12-22,349,2017,Tondela,CN-2166-11170,Rädel Löwer AG,L
FD,23,6758.70000,APU-20,L3,Allen-Ferguson,2019-05-31,350,2023,Christinehaven,FB-1903-42806,Pinto Gaspar S.A.,L
FC,97,18404.90000,APU-15,L5,Pinto Gaspar S.A.,09 Jun 2015,351,2019,Angermünde,UJ-1991-97467,Huhn KGaA,N
FB,97,16174.80000,APU-20,L1,Stroh,2021/04/14,352,2020,South Renee,RR-4254-65835,"Henson, Walker and Pruitt",3
FB,111,13139.20000,APU-12,L4,Johnson-Garrett,"01/12/2022, 00:00:00",353,2021,Christinehaven,BC-5715-60258,Kraushaar GbR,med
FE,9,14594.70000,APU-12,L1,Roy and Sons,2017/07/16,354,2020,Vila Real,PV-2582-53769,Roy and Sons,1
FD,86,13644.30000,APU-20,L3,Roy and Sons,06 Sep 2022,355,2021,Biedenkopf,OZ-7864-54813,Gutknecht Stiftung & Co. KG,H
FC,62,16785.40000,APU-20,L3,Trapp Langern OHG mbH,2023/07/15,356,2020,West Nicolechester,NB-9804-22991,Ribeiro,N
FC,7,7598.90000,APU-15,L5,Zobel,2019-04-10,357,2022,Johnnymouth,YA-4097-42526,Ribeiro,light
FE,21,26610.60000,APU-12,L4,"Becker, Sanchez and Crawford",2021/09/28,358,2017,Biedenkopf,GT-2428-10231,Leal Freitas S/A,1
FC,4,,APU-12,L2,"Becker, Sanchez and Crawford","04/30/2020, 00:00:00",359,2022,Biedenkopf,PJ-5740-18053,James PLC,3
FC,85,15645.00000,XC-7,L2,Leal Freitas S/A,"05/10/2023, 00:00:00",360,2020,Almada,ZZ-3953-51849,Macedo Faria e Filhos,H
FE,104,13476.50000,APU-12,L2,Trapp Langern OHG mbH,2022-03-20,361,2021,Cartaxo,OO-0782-93920,Leal Freitas S/A,H
FB,71,10065.40000,APU-12,L2,Heinrich,2020-02-06,362,2022,Fiães,RW-9890-35368,Gutknecht Stiftung & Co. KG,med
FE,69,24359.10000,XC-7,L3,"Barker, Henson and Neal",2016-09-29,363,2018,Schleiz,EN-2772-49873,"Hernandez, Malone and Smith",N
FD,14,10529.80000,APU-20,L1,"Hernandez, Malone and Smith",2017-09-30,364,2021,Vila Real,UB-0295-31636,Pinho Lopes Lda.,1
FC,117,4363.10000,XC-7,L5,Ribeiro,25 Aug 2017,365,2023,Zerbst,SX-1497-63942,Kraushaar GbR,normal
FD,103,20236.30000,APU-15,L3,James PLC,2021/10/04,366,2019,Angelashire,UH-4655-61205,Allen-Ferguson,H
FC,29,5141.50000,APU-12,L4,Teixeira,2015-08-22,367,2023,New Danielshire,LT-0532-26814,"Rivers, Welch and Hood", med 
FA,52,,APU-12,L2,Stroh,"05/01/2024, 00:00:00",368,2012,Naila,BF-7325-71990,Johnson-Garrett,N
FD,34,9114.40000,APU-12,L3,Allen-Ferguson,2016/09/10,369,2022,Barbarachester,IG-9224-20356,Trevino-Turner,L
FC,101,5338.10000,APU-12,L2,Huhn KGaA,2019-05-09,370,2023,Chaves,PI-8021-84885,Trapp Langern OHG mbH, H 
FA,28,16375.40000,APU-15,L6,Christoph GmbH,2022-01-18,371,2020,São Salvador de Lordelo,UH-2401-40082,Trapp Langern OHG mbH,1
FE,61,31860.00000,APU-20,L3,Zobel,2020/05/06,372,2015,Nordhausen,IG-8795-69058,Stroh,med
FC,105,20628.50000,APU-12,L2,Roy and Sons,"04/01/2024, 00:00:00",373,2019,Johnfort,WC-3771-23815,Rogner KG,H
FE,22,9482.40000,APU-15,L4,Christoph GmbH,2018/07/23,374,2022,Cartaxo,TG-9418-95430,Pinho Lopes Lda.,L
FC,53,16337.90000,APU-12,L3,Hövel Jopich KG,28 Mar 2016,375,2020,Johnnymouth,TM-0550-29051,Stroh,med
FB,51,13639.50000,APU-12,L4,Faria,2022-08-29,376,2021,Tondela,ZL-5368-95882,Christoph GmbH,normal
FD,78,5379.10000,APU-20,L3,"Barker, Henson and Neal",2020/09/14,377,2023,Vila Real,ZC-0578-58453,Mangold GbR,2
FD,62,6943.30000,APU-15,L2,Rogner KG,2022-11-15,378,2023,Angermünde,HL-6737-19829,Trapp Langern OHG mbH,med
FA,45,9149.40000,XC-7,L6,Hövel Jopich KG,"04/11/2016, 00:00:00",379,2022,Vila Real,RF-9515-86970,Hövel Jopich KG,heavy
FD,77,15408.80000,APU-20,L1,"Rivers, Welch and Hood",2020-01-12,380,2020,Nürtingen,EG-0727-22088,Rogner KG,med
FD,14,32038.50000,APU-12,L6,Faria,03 Aug 2022,381,2015,South Renee,LT-6524-92973,Rädel Löwer AG,1
FB,65,2977.00000,APU-20,L3,Johnson-Garrett,08 Jun 2024,382,2024,Cartaxo,MA-9577-29762,Huhn KGaA,normal
FE,57,9856.10000,APU-20,L4,Schenk GmbH,11 Oct 2015,383,2022,Cartaxo,JY-5981-40252,"Barker, Henson and Neal",2
FE,21,,APU-12,L6,Stroh,2020/04/01,384,2021,New Danielshire,PK-9275-06705,Silva,L
